placeDcid,placeName,Date:RetailDrugDistribution_DrugDistribution_TincuredOpium,Value:RetailDrugDistribution_DrugDistribution_TincuredOpium,Source:RetailDrugDistribution_DrugDistribution_TincuredOpium
geoId/13199,Meriwether County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13199,Meriwether County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13199,Meriwether County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13199,Meriwether County,2011-10,0.11,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13199,Meriwether County,2012-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13199,Meriwether County,2012-04,0.04,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13199,Meriwether County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13199,Meriwether County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13207,Monroe County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13207,Monroe County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13207,Monroe County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13207,Monroe County,2011-10,0.02,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13207,Monroe County,2012-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13207,Monroe County,2012-04,0.01,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13207,Monroe County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13207,Monroe County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13217,Newton County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13217,Newton County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13217,Newton County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13217,Newton County,2011-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13217,Newton County,2012-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13217,Newton County,2012-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13217,Newton County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13217,Newton County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13231,Pike County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13231,Pike County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13231,Pike County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13231,Pike County,2011-10,0.14,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13231,Pike County,2012-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13231,Pike County,2012-04,0.05,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13231,Pike County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13231,Pike County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13247,Rockdale County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13247,Rockdale County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13247,Rockdale County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13247,Rockdale County,2011-10,0.02,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13247,Rockdale County,2012-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13247,Rockdale County,2012-04,0.01,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13247,Rockdale County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13247,Rockdale County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13255,Spalding County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13255,Spalding County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13255,Spalding County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13255,Spalding County,2011-10,0.5,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13255,Spalding County,2012-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13255,Spalding County,2012-04,0.17,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13255,Spalding County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13255,Spalding County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13285,Troup County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13285,Troup County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13285,Troup County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13285,Troup County,2011-10,0.48,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13285,Troup County,2012-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13285,Troup County,2012-04,0.16,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13285,Troup County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13285,Troup County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13293,Upson County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13293,Upson County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13293,Upson County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13293,Upson County,2011-10,0.2,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13293,Upson County,2012-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13293,Upson County,2012-04,0.07,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13293,Upson County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/13293,Upson County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16009,Benewah County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16009,Benewah County,2016-04,0.04,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16009,Benewah County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16009,Benewah County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16017,Bonner County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16017,Bonner County,2016-04,0.19,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16017,Bonner County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16017,Bonner County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16021,Boundary County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16021,Boundary County,2016-04,0.05,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16021,Boundary County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16021,Boundary County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16035,Clearwater County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16035,Clearwater County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16035,Clearwater County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16035,Clearwater County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16055,Kootenai County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16055,Kootenai County,2016-04,0.66,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16055,Kootenai County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16055,Kootenai County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16057,Latah County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16057,Latah County,2016-04,0.17,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16057,Latah County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16057,Latah County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16069,Nez Perce County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16069,Nez Perce County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16069,Nez Perce County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16069,Nez Perce County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16079,Shoshone County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16079,Shoshone County,2016-04,0.06,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16079,Shoshone County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/16079,Shoshone County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17007,Boone County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17007,Boone County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17007,Boone County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17007,Boone County,2011-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17007,Boone County,2012-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17007,Boone County,2012-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17007,Boone County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17007,Boone County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17007,Boone County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17007,Boone County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17007,Boone County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17007,Boone County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17017,Cass County,2016-01,0.39,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17017,Cass County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17017,Cass County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17017,Cass County,2016-10,0.39,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17017,Cass County,2017-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17017,Cass County,2017-04,0.39,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17017,Cass County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17017,Cass County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17019,Champaign County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17019,Champaign County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17019,Champaign County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17019,Champaign County,2016-10,0.81,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17019,Champaign County,2017-01,0.81,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17019,Champaign County,2017-04,0.81,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17019,Champaign County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17019,Champaign County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17031,Cook County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17031,Cook County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17031,Cook County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17031,Cook County,2011-10,1.15,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17031,Cook County,2012-01,1.15,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17031,Cook County,2012-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17031,Cook County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17031,Cook County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17031,Cook County,2016-01,2.06,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17031,Cook County,2016-04,2.02,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17031,Cook County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17031,Cook County,2016-10,3.09,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17037,DeKalb County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17037,DeKalb County,2016-04,0.17,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17037,DeKalb County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17037,DeKalb County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17039,De Witt County,2016-01,0.07,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17039,De Witt County,2016-04,0.07,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17039,De Witt County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17039,De Witt County,2016-10,0.28,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17039,De Witt County,2017-01,0.01,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17039,De Witt County,2017-04,0.01,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17039,De Witt County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17039,De Witt County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17041,Douglas County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17041,Douglas County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17041,Douglas County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17041,Douglas County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17041,Douglas County,2017-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17041,Douglas County,2017-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17041,Douglas County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17041,Douglas County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17043,DuPage County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17043,DuPage County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17043,DuPage County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17043,DuPage County,2011-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17043,DuPage County,2012-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17043,DuPage County,2012-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17043,DuPage County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17043,DuPage County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17043,DuPage County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17043,DuPage County,2016-04,1.32,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17043,DuPage County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17043,DuPage County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17045,Edgar County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17045,Edgar County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17045,Edgar County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17045,Edgar County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17045,Edgar County,2017-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17045,Edgar County,2017-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17045,Edgar County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17045,Edgar County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17053,Ford County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17053,Ford County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17053,Ford County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17053,Ford County,2016-10,0.01,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17053,Ford County,2017-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17053,Ford County,2017-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17053,Ford County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17053,Ford County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17057,Fulton County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17057,Fulton County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17057,Fulton County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17057,Fulton County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17057,Fulton County,2017-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17057,Fulton County,2017-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17057,Fulton County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17057,Fulton County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17061,Greene County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17061,Greene County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17061,Greene County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17061,Greene County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17061,Greene County,2017-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17061,Greene County,2017-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17061,Greene County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17061,Greene County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17063,Grundy County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17063,Grundy County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17063,Grundy County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17063,Grundy County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17089,Kane County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17089,Kane County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17089,Kane County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17089,Kane County,2011-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17089,Kane County,2012-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17089,Kane County,2012-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17089,Kane County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17089,Kane County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17089,Kane County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17089,Kane County,2016-04,0.75,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17089,Kane County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17089,Kane County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17093,Kendall County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17093,Kendall County,2016-04,0.13,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17093,Kendall County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17093,Kendall County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17097,Lake County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17097,Lake County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17097,Lake County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17097,Lake County,2011-10,1.13,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17097,Lake County,2012-01,1.13,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17097,Lake County,2012-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17097,Lake County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17097,Lake County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17097,Lake County,2016-01,2.03,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17097,Lake County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17097,Lake County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17097,Lake County,2016-10,3.04,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17099,LaSalle County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17099,LaSalle County,2016-04,0.02,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17099,LaSalle County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17099,LaSalle County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17103,Lee County,2016-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17103,Lee County,2016-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17103,Lee County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17103,Lee County,2016-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17105,Livingston County,2016-01,0.12,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17105,Livingston County,2016-04,0.12,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17105,Livingston County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17105,Livingston County,2016-10,0.49,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17107,Logan County,2016-01,0.7,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17107,Logan County,2016-04,0.01,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17107,Logan County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17107,Logan County,2016-10,0.74,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17107,Logan County,2017-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17107,Logan County,2017-04,0.69,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17107,Logan County,2017-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17107,Logan County,2017-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17111,McHenry County,2011-01,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17111,McHenry County,2011-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17111,McHenry County,2011-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17111,McHenry County,2011-10,0.36,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17111,McHenry County,2012-01,0.36,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17111,McHenry County,2012-04,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17111,McHenry County,2012-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17111,McHenry County,2012-10,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17111,McHenry County,2016-01,0.64,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17111,McHenry County,2016-04,0.14,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17111,McHenry County,2016-07,0,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17111,McHenry County,2016-10,0.96,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17113,McLean County,2016-01,0.85,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
geoId/17113,McLean County,2016-04,0.85,https://www.deadiversion.usdoj.gov/arcos/retail_drug_summary/
